DBCODE,ENTITY,REACH,SERIES,TEST,DATANUM,DATE,TIME,CONCEN,MASSFLUX,DISCHARGE,TEMP
HF011,1,WS3,Early,1,3029,4/21/2001,15290,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3030,4/21/2001,15295,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3031,4/21/2001,15300,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3032,4/21/2001,15305,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3033,4/21/2001,15310,1.41,38.63,27.5,8.8
HF011,1,WS3,Early,1,3034,4/21/2001,15315,1.41,38.63,27.5,8.8
HF011,1,WS3,Early,1,3035,4/21/2001,15320,1.41,38.63,27.5,8.8
HF011,1,WS3,Early,1,3036,4/21/2001,15325,1.41,38.63,27.5,8.8
HF011,1,WS3,Early,1,3037,4/21/2001,15330,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3038,4/21/2001,15335,1.41,38.63,27.5,8.8
HF011,1,WS3,Early,1,3039,4/21/2001,15340,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3040,4/21/2001,15345,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3041,4/21/2001,15350,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3042,4/21/2001,15355,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3043,4/21/2001,15360,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3044,4/21/2001,15365,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3045,4/21/2001,15370,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3046,4/21/2001,15375,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3047,4/21/2001,15380,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3048,4/21/2001,15385,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3049,4/21/2001,15390,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3050,4/21/2001,15395,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3051,4/21/2001,15400,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3052,4/21/2001,15405,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3053,4/21/2001,15410,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3054,4/21/2001,15415,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3055,4/21/2001,15420,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3056,4/21/2001,15425,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3057,4/21/2001,15430,1.38,37.8,27.5,8.8
HF011,1,WS3,Early,1,3058,4/21/2001,15435,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3059,4/21/2001,15440,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3060,4/21/2001,15445,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3061,4/21/2001,15450,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3062,4/21/2001,15455,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3063,4/21/2001,15460,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3064,4/21/2001,15465,1.41,38.63,27.5,8.8
HF011,1,WS3,Early,1,3065,4/21/2001,15470,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3066,4/21/2001,15475,1.38,37.8,27.5,8.8
HF011,1,WS3,Early,1,3067,4/21/2001,15480,1.38,37.8,27.5,8.8
HF011,1,WS3,Early,1,3068,4/21/2001,15485,1.38,37.8,27.5,8.8
HF011,1,WS3,Early,1,3069,4/21/2001,15490,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3070,4/21/2001,15495,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3071,4/21/2001,15500,1.4,38.35,27.5,8.8
HF011,1,WS3,Early,1,3072,4/21/2001,15505,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3073,4/21/2001,15510,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3074,4/21/2001,15515,1.38,37.8,27.5,8.8
HF011,1,WS3,Early,1,3075,4/21/2001,15520,1.38,37.8,27.5,8.8
HF011,1,WS3,Early,1,3076,4/21/2001,15525,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3077,4/21/2001,15530,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3078,4/21/2001,15535,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3079,4/21/2001,15540,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3080,4/21/2001,15545,1.39,38.08,27.5,8.8
HF011,1,WS3,Early,1,3081,4/21/2001,15550,1.38,37.8,27.5,8.8
HF011,1,WS3,Early,1,3082,4/21/2001,15555,1.38,37.8,27.5,8.8
HF011,1,WS3,Early,1,3083,4/21/2001,15560,1.38,37.8,27.5,8.8
HF011,1,WS3,Early,1,3084,4/21/2001,15565,1.38,37.8,27.5,8.8
HF011,1,WS3,Early,1,3085,4/21/2001,15570,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3086,4/21/2001,15575,1.38,37.8,27.5,8.8
HF011,1,WS3,Early,1,3087,4/21/2001,15580,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3088,4/21/2001,15585,1.38,37.8,27.5,8.8
HF011,1,WS3,Early,1,3089,4/21/2001,15590,1.38,37.8,27.5,8.8
HF011,1,WS3,Early,1,3090,4/21/2001,15595,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3091,4/21/2001,15600,1.38,37.8,27.5,8.8
HF011,1,WS3,Early,1,3092,4/21/2001,15605,1.36,37.25,27.5,8.8
HF011,1,WS3,Early,1,3093,4/21/2001,15610,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3094,4/21/2001,15615,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3095,4/21/2001,15620,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3096,4/21/2001,15625,1.36,37.25,27.5,8.8
HF011,1,WS3,Early,1,3097,4/21/2001,15630,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3098,4/21/2001,15635,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3099,4/21/2001,15640,1.36,37.25,27.5,8.8
HF011,1,WS3,Early,1,3100,4/21/2001,15645,1.36,37.25,27.5,8.8
HF011,1,WS3,Early,1,3101,4/21/2001,15650,1.35,36.98,27.5,8.8
HF011,1,WS3,Early,1,3102,4/21/2001,15655,1.36,37.25,27.5,8.8
HF011,1,WS3,Early,1,3103,4/21/2001,15660,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3104,4/21/2001,15665,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3105,4/21/2001,15670,1.35,36.98,27.5,8.8
HF011,1,WS3,Early,1,3106,4/21/2001,15675,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3107,4/21/2001,15680,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3108,4/21/2001,15685,1.36,37.25,27.5,8.8
HF011,1,WS3,Early,1,3109,4/21/2001,15690,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3110,4/21/2001,15695,1.36,37.25,27.5,8.8
HF011,1,WS3,Early,1,3111,4/21/2001,15700,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3112,4/21/2001,15705,1.36,37.25,27.5,8.8
HF011,1,WS3,Early,1,3113,4/21/2001,15710,1.37,37.53,27.5,8.8
HF011,1,WS3,Early,1,3114,4/21/2001,15715,1.36,37.25,27.5,8.8
HF011,1,WS3,Early,1,3115,4/21/2001,15720,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3116,4/21/2001,15725,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3117,4/21/2001,15730,1.35,36.98,27.5,8.8
HF011,1,WS3,Early,1,3118,4/21/2001,15735,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3119,4/21/2001,15740,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3120,4/21/2001,15745,1.36,37.25,27.5,8.8
HF011,1,WS3,Early,1,3121,4/21/2001,15750,1.36,37.25,27.5,8.8
HF011,1,WS3,Early,1,3122,4/21/2001,15755,1.35,36.98,27.5,8.8
HF011,1,WS3,Early,1,3123,4/21/2001,15760,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3124,4/21/2001,15765,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3125,4/21/2001,15770,1.35,36.98,27.5,8.8
HF011,1,WS3,Early,1,3126,4/21/2001,15775,1.36,37.25,27.5,8.8
HF011,1,WS3,Early,1,3127,4/21/2001,15780,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3128,4/21/2001,15785,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3129,4/21/2001,15790,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3130,4/21/2001,15795,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3131,4/21/2001,15800,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3132,4/21/2001,15805,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3133,4/21/2001,15810,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3134,4/21/2001,15815,1.36,37.25,27.5,8.8
HF011,1,WS3,Early,1,3135,4/21/2001,15820,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3136,4/21/2001,15825,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3137,4/21/2001,15830,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3138,4/21/2001,15835,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3139,4/21/2001,15840,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3140,4/21/2001,15845,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3141,4/21/2001,15850,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3142,4/21/2001,15855,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3143,4/21/2001,15860,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3144,4/21/2001,15865,1.35,36.98,27.5,8.8
HF011,1,WS3,Early,1,3145,4/21/2001,15870,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3146,4/21/2001,15875,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3147,4/21/2001,15880,1.35,36.98,27.5,8.8
HF011,1,WS3,Early,1,3148,4/21/2001,15885,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3149,4/21/2001,15890,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3150,4/21/2001,15895,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3151,4/21/2001,15900,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3152,4/21/2001,15905,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3153,4/21/2001,15910,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3154,4/21/2001,15915,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3155,4/21/2001,15920,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3156,4/21/2001,15925,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3157,4/21/2001,15930,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3158,4/21/2001,15935,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3159,4/21/2001,15940,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3160,4/21/2001,15945,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3161,4/21/2001,15950,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3162,4/21/2001,15955,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3163,4/21/2001,15960,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3164,4/21/2001,15965,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3165,4/21/2001,15970,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3166,4/21/2001,15975,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3167,4/21/2001,15980,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3168,4/21/2001,15985,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3169,4/21/2001,15990,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3170,4/21/2001,15995,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3171,4/21/2001,16000,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3172,4/21/2001,16005,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3173,4/21/2001,16010,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3174,4/21/2001,16015,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3175,4/21/2001,16020,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3176,4/21/2001,16025,1.35,36.98,27.5,8.8
HF011,1,WS3,Early,1,3177,4/21/2001,16030,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3178,4/21/2001,16035,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3179,4/21/2001,16040,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3180,4/21/2001,16045,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3181,4/21/2001,16050,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3182,4/21/2001,16055,1.34,36.7,27.5,8.8
HF011,1,WS3,Early,1,3183,4/21/2001,16060,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3184,4/21/2001,16065,1.33,36.43,27.5,8.8
HF011,1,WS3,Early,1,3185,4/21/2001,16070,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3186,4/21/2001,16075,1.31,35.88,27.5,8.8
HF011,1,WS3,Early,1,3187,4/21/2001,16080,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3188,4/21/2001,16085,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3189,4/21/2001,16090,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3190,4/21/2001,16095,1.31,35.88,27.5,8.8
HF011,1,WS3,Early,1,3191,4/21/2001,16100,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3192,4/21/2001,16105,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3193,4/21/2001,16110,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3194,4/21/2001,16115,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3195,4/21/2001,16120,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3196,4/21/2001,16125,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3197,4/21/2001,16130,1.31,35.88,27.5,8.8
HF011,1,WS3,Early,1,3198,4/21/2001,16135,1.31,35.88,27.5,8.8
HF011,1,WS3,Early,1,3199,4/21/2001,16140,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3200,4/21/2001,16145,1.31,35.88,27.5,8.8
HF011,1,WS3,Early,1,3201,4/21/2001,16150,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3202,4/21/2001,16155,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3203,4/21/2001,16160,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3204,4/21/2001,16165,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3205,4/21/2001,16170,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3206,4/21/2001,16175,1.31,35.88,27.5,8.8
HF011,1,WS3,Early,1,3207,4/21/2001,16180,1.31,35.88,27.5,8.8
HF011,1,WS3,Early,1,3208,4/21/2001,16185,1.31,35.88,27.5,8.8
HF011,1,WS3,Early,1,3209,4/21/2001,16190,1.31,35.88,27.5,8.8
HF011,1,WS3,Early,1,3210,4/21/2001,16195,1.32,36.16,27.5,8.8
HF011,1,WS3,Early,1,3211,4/21/2001,16200,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3212,4/21/2001,16205,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3213,4/21/2001,16210,1.31,35.88,27.5,8.8
HF011,1,WS3,Early,1,3214,4/21/2001,16215,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3215,4/21/2001,16220,1.31,35.88,27.5,8.8
HF011,1,WS3,Early,1,3216,4/21/2001,16225,1.31,35.88,27.5,8.8
HF011,1,WS3,Early,1,3217,4/21/2001,16230,1.31,35.88,27.5,8.8
HF011,1,WS3,Early,1,3218,4/21/2001,16235,1.31,35.88,27.5,8.8
HF011,1,WS3,Early,1,3219,4/21/2001,16240,1.29,35.33,27.5,8.8
HF011,1,WS3,Early,1,3220,4/21/2001,16245,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3221,4/21/2001,16250,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3222,4/21/2001,16255,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3223,4/21/2001,16260,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3224,4/21/2001,16265,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3225,4/21/2001,16270,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3226,4/21/2001,16275,1.29,35.33,27.5,8.8
HF011,1,WS3,Early,1,3227,4/21/2001,16280,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3228,4/21/2001,16285,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3229,4/21/2001,16290,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3230,4/21/2001,16295,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3231,4/21/2001,16300,1.28,35.06,27.5,8.8
HF011,1,WS3,Early,1,3232,4/21/2001,16305,1.29,35.33,27.5,8.8
HF011,1,WS3,Early,1,3233,4/21/2001,16310,1.29,35.33,27.5,8.8
HF011,1,WS3,Early,1,3234,4/21/2001,16315,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3235,4/21/2001,16320,1.31,35.88,27.5,8.8
HF011,1,WS3,Early,1,3236,4/21/2001,16325,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3237,4/21/2001,16330,1.29,35.33,27.5,8.8
HF011,1,WS3,Early,1,3238,4/21/2001,16335,1.29,35.33,27.5,8.8
HF011,1,WS3,Early,1,3239,4/21/2001,16340,1.29,35.33,27.5,8.8
HF011,1,WS3,Early,1,3240,4/21/2001,16345,1.28,35.06,27.5,8.8
HF011,1,WS3,Early,1,3241,4/21/2001,16350,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3242,4/21/2001,16355,1.29,35.33,27.5,8.8
HF011,1,WS3,Early,1,3243,4/21/2001,16360,1.29,35.33,27.5,8.8
HF011,1,WS3,Early,1,3244,4/21/2001,16365,1.29,35.33,27.5,8.8
HF011,1,WS3,Early,1,3245,4/21/2001,16370,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3246,4/21/2001,16375,1.29,35.33,27.5,8.8
HF011,1,WS3,Early,1,3247,4/21/2001,16380,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3248,4/21/2001,16385,1.29,35.33,27.5,8.8
HF011,1,WS3,Early,1,3249,4/21/2001,16390,1.28,35.06,27.5,8.8
HF011,1,WS3,Early,1,3250,4/21/2001,16395,1.29,35.33,27.5,8.8
HF011,1,WS3,Early,1,3251,4/21/2001,16400,1.28,35.06,27.5,8.8
HF011,1,WS3,Early,1,3252,4/21/2001,16405,1.28,35.06,27.5,8.8
HF011,1,WS3,Early,1,3253,4/21/2001,16410,1.29,35.33,27.5,8.8
HF011,1,WS3,Early,1,3254,4/21/2001,16415,1.29,35.33,27.5,8.8
HF011,1,WS3,Early,1,3255,4/21/2001,16420,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3256,4/21/2001,16425,1.3,35.61,27.5,8.8
HF011,1,WS3,Early,1,3257,4/21/2001,16430,1.29,35.33,27.5,8.8
HF011,1,WS3,Early,1,3258,4/21/2001,16435,1.27,34.78,27.5,8.8
HF011,1,WS3,Early,1,3259,4/21/2001,16440,1.28,35.06,27.5,8.8
HF011,1,WS3,Early,1,3260,4/21/2001,16445,1.27,34.78,27.5,8.8
HF011,1,WS3,Early,1,3261,4/21/2001,16450,1.28,35.06,27.5,8.8
HF011,1,WS3,Early,1,3262,4/21/2001,16455,1.28,35.06,27.5,8.8
HF011,1,WS3,Early,1,3263,4/21/2001,16460,1.29,35.33,27.5,8.8
HF011,1,WS3,Early,1,3264,4/21/2001,16465,1.28,35.06,27.5,8.8
HF011,1,WS3,Early,1,3265,4/21/2001,16470,1.27,34.78,27.5,8.8
HF011,1,WS3,Early,1,3266,4/21/2001,16475,1.28,35.06,27.5,8.8
HF011,1,WS3,Early,1,3267,4/21/2001,16480,1.28,35.06,27.5,8.8
HF011,1,WS3,Early,1,3268,4/21/2001,16485,1.27,34.78,27.5,8.8
HF011,1,WS3,Early,1,3269,4/21/2001,16490,1.27,34.78,27.5,8.8
HF011,1,WS3,Early,1,3270,4/21/2001,16495,1.28,35.06,27.5,8.9
HF011,1,WS3,Early,1,3271,4/21/2001,16500,1.28,35.06,27.5,8.9
HF011,1,WS3,Early,1,3272,4/21/2001,16505,1.26,34.51,27.5,8.9
HF011,1,WS3,Early,1,3273,4/21/2001,16510,1.27,34.78,27.5,8.9
HF011,1,WS3,Early,1,3274,4/21/2001,16515,1.27,34.78,27.5,8.9
HF011,1,WS3,Early,1,3275,4/21/2001,16520,1.28,35.06,27.5,8.9
HF011,1,WS3,Early,1,3276,4/21/2001,16525,1.28,35.06,27.5,8.9
HF011,1,WS3,Early,1,3277,4/21/2001,16530,1.27,34.78,27.5,8.9
HF011,1,WS3,Early,1,3278,4/21/2001,16535,1.28,35.06,27.5,8.9
HF011,1,WS3,Early,1,3279,4/21/2001,16540,1.26,34.51,27.5,8.9
HF011,1,WS3,Early,1,3280,4/21/2001,16545,1.27,34.78,27.5,8.9
HF011,1,WS3,Early,1,3281,4/21/2001,16550,1.27,34.78,27.5,8.9
HF011,1,WS3,Early,1,3282,4/21/2001,16555,1.26,34.51,27.5,8.9
HF011,1,WS3,Early,1,3283,4/21/2001,16560,1.28,35.06,27.5,8.9
HF011,1,WS3,Early,1,3284,4/21/2001,16841,1.26,34.51,27.5,9
HF011,1,WS3,Early,1,3285,4/21/2001,16861,1.24,33.96,27.5,9
HF011,1,WS3,Early,1,3286,4/21/2001,16881,1.25,34.23,27.5,9
HF011,1,WS3,Early,1,3287,4/21/2001,16901,1.24,33.96,27.5,9
HF011,1,WS3,Early,1,3288,4/21/2001,16921,1.23,33.68,27.5,9
HF011,1,WS3,Early,1,3289,4/21/2001,16941,1.23,33.68,27.5,9
HF011,1,WS3,Early,1,3290,4/21/2001,16961,1.24,33.96,27.5,9
HF011,1,WS3,Early,1,3291,4/21/2001,16981,1.24,33.96,27.5,9
HF011,1,WS3,Early,1,3292,4/21/2001,17001,1.24,33.96,27.5,9
HF011,1,WS3,Early,1,3293,4/21/2001,17021,1.23,33.68,27.5,9
HF011,1,WS3,Early,1,3294,4/21/2001,17041,1.23,33.68,27.5,9
HF011,1,WS3,Early,1,3295,4/21/2001,17061,1.22,33.41,27.5,9
HF011,1,WS3,Early,1,3296,4/21/2001,17081,1.23,33.68,27.5,9
HF011,1,WS3,Early,1,3297,4/21/2001,17101,1.22,33.41,27.5,9
HF011,1,WS3,Early,1,3298,4/21/2001,17121,1.23,33.68,27.5,9
HF011,1,WS3,Early,1,3299,4/21/2001,17141,1.23,33.68,27.5,9
HF011,1,WS3,Early,1,3300,4/21/2001,17161,1.23,33.68,27.5,9
HF011,1,WS3,Early,1,3301,4/21/2001,17181,1.21,33.13,27.5,9
HF011,1,WS3,Early,1,3302,4/21/2001,17201,1.22,33.41,27.5,9
HF011,1,WS3,Early,1,3303,4/21/2001,17221,1.22,33.41,27.5,9
HF011,1,WS3,Early,1,3304,4/21/2001,17241,1.21,33.13,27.5,9
HF011,1,WS3,Early,1,3305,4/21/2001,17261,1.22,33.41,27.5,9
HF011,1,WS3,Early,1,3306,4/21/2001,17281,1.21,33.13,27.5,9
HF011,1,WS3,Early,1,3307,4/21/2001,17301,1.2,32.86,27.5,9
HF011,1,WS3,Early,1,3308,4/21/2001,17321,1.2,32.86,27.5,9
HF011,1,WS3,Early,1,3309,4/21/2001,17341,1.21,33.13,27.5,9
HF011,1,WS3,Early,1,3310,4/21/2001,17361,1.2,32.86,27.5,9
HF011,1,WS3,Early,1,3311,4/21/2001,17381,1.2,32.86,27.5,9
HF011,1,WS3,Early,1,3312,4/21/2001,17401,1.21,33.13,27.5,9
HF011,1,WS3,Early,1,3313,4/21/2001,17421,1.2,32.86,27.5,9
HF011,1,WS3,Early,1,3314,4/21/2001,17441,1.2,32.86,27.5,9
HF011,1,WS3,Early,1,3315,4/21/2001,17461,1.21,33.13,27.5,9
HF011,1,WS3,Early,1,3316,4/21/2001,17481,1.2,32.86,27.5,9
HF011,1,WS3,Early,1,3317,4/21/2001,17501,1.18,32.31,27.5,9
HF011,1,WS3,Early,1,3318,4/21/2001,17521,1.18,32.31,27.5,9
HF011,1,WS3,Early,1,3319,4/21/2001,17541,1.19,32.59,27.5,9
HF011,1,WS3,Early,1,3320,4/21/2001,17561,1.17,32.04,27.5,9
HF011,1,WS3,Early,1,3321,4/21/2001,17581,1.17,32.04,27.5,9
HF011,1,WS3,Early,1,3322,4/21/2001,17601,1.18,32.31,27.5,9
HF011,1,WS3,Early,1,3323,4/21/2001,17621,1.18,32.31,27.5,9
HF011,1,WS3,Early,1,3324,4/21/2001,17641,1.16,31.76,27.5,9
HF011,1,WS3,Early,1,3325,4/21/2001,17661,1.17,32.04,27.5,9
HF011,1,WS3,Early,1,3326,4/21/2001,17681,1.17,32.04,27.5,9
HF011,1,WS3,Early,1,3327,4/21/2001,17701,1.16,31.76,27.5,9
HF011,1,WS3,Early,1,3328,4/21/2001,17721,1.17,32.04,27.5,9
HF011,1,WS3,Early,1,3329,4/21/2001,17741,1.15,31.49,27.5,9
HF011,1,WS3,Early,1,3330,4/21/2001,17761,1.17,32.04,27.5,9
HF011,1,WS3,Early,1,3331,4/21/2001,17781,1.16,31.76,27.5,9
HF011,1,WS3,Early,1,3332,4/21/2001,17801,1.16,31.76,27.5,9
HF011,1,WS3,Early,1,3333,4/21/2001,17821,1.16,31.76,27.5,9
HF011,1,WS3,Early,1,3334,4/21/2001,17841,1.16,31.76,27.5,9
HF011,1,WS3,Early,1,3335,4/21/2001,17861,1.16,31.76,27.5,9
HF011,1,WS3,Early,1,3336,4/21/2001,17881,1.15,31.49,27.5,9
HF011,1,WS3,Early,1,3337,4/21/2001,17901,1.15,31.49,27.5,9
HF011,1,WS3,Early,1,3338,4/21/2001,17921,1.15,31.49,27.5,9
HF011,1,WS3,Early,1,3339,4/21/2001,17941,1.15,31.49,27.5,9
HF011,1,WS3,Early,1,3340,4/21/2001,17961,1.14,31.21,27.5,9
HF011,1,WS3,Early,1,3341,4/21/2001,17981,1.15,31.49,27.5,9
HF011,1,WS3,Early,1,3342,4/21/2001,18001,1.14,31.21,27.5,9
HF011,1,WS3,Early,1,3343,4/21/2001,18021,1.14,31.21,27.5,9
HF011,1,WS3,Early,1,3344,4/21/2001,18041,1.14,31.21,27.5,9
HF011,1,WS3,Early,1,3345,4/21/2001,18061,1.14,31.21,27.5,9
HF011,1,WS3,Early,1,3346,4/21/2001,18081,1.13,30.94,27.5,9
HF011,1,WS3,Early,1,3347,4/21/2001,18101,1.13,30.94,27.5,9
