DBCODE,ENTITY,REACH,SERIES,TEST,DATANUM,DATE,TIME,CONCEN,MASSFLUX,DISCHARGE,TEMP
HF011,1,WS3,Early,1,1938,4/21/2001,9835,2.66,72.94,27.5,8.2
HF011,1,WS3,Early,1,1939,4/21/2001,9840,2.65,72.67,27.5,8.2
HF011,1,WS3,Early,1,1940,4/21/2001,9845,2.65,72.67,27.5,8.2
HF011,1,WS3,Early,1,1941,4/21/2001,9850,2.65,72.67,27.5,8.2
HF011,1,WS3,Early,1,1942,4/21/2001,9855,2.65,72.67,27.5,8.2
HF011,1,WS3,Early,1,1943,4/21/2001,9860,2.65,72.67,27.5,8.2
HF011,1,WS3,Early,1,1944,4/21/2001,9865,2.64,72.4,27.5,8.2
HF011,1,WS3,Early,1,1945,4/21/2001,9870,2.64,72.4,27.5,8.2
HF011,1,WS3,Early,1,1946,4/21/2001,9875,2.63,72.12,27.5,8.2
HF011,1,WS3,Early,1,1947,4/21/2001,9880,2.63,72.12,27.5,8.2
HF011,1,WS3,Early,1,1948,4/21/2001,9885,2.63,72.12,27.5,8.3
HF011,1,WS3,Early,1,1949,4/21/2001,9890,2.64,72.4,27.5,8.3
HF011,1,WS3,Early,1,1950,4/21/2001,9895,2.64,72.4,27.5,8.3
HF011,1,WS3,Early,1,1951,4/21/2001,9900,2.64,72.4,27.5,8.3
HF011,1,WS3,Early,1,1952,4/21/2001,9905,2.63,72.12,27.5,8.3
HF011,1,WS3,Early,1,1953,4/21/2001,9910,2.63,72.12,27.5,8.3
HF011,1,WS3,Early,1,1954,4/21/2001,9915,2.63,72.12,27.5,8.3
HF011,1,WS3,Early,1,1955,4/21/2001,9920,2.62,71.85,27.5,8.3
HF011,1,WS3,Early,1,1956,4/21/2001,9925,2.62,71.85,27.5,8.3
HF011,1,WS3,Early,1,1957,4/21/2001,9930,2.61,71.57,27.5,8.3
HF011,1,WS3,Early,1,1958,4/21/2001,9935,2.59,71.02,27.5,8.3
HF011,1,WS3,Early,1,1959,4/21/2001,9940,2.58,70.75,27.5,8.3
HF011,1,WS3,Early,1,1960,4/21/2001,9945,2.59,71.02,27.5,8.2
HF011,1,WS3,Early,1,1961,4/21/2001,9950,2.6,71.3,27.5,8.2
HF011,1,WS3,Early,1,1962,4/21/2001,9955,2.59,71.02,27.5,8.2
HF011,1,WS3,Early,1,1963,4/21/2001,9960,2.58,70.75,27.5,8.2
HF011,1,WS3,Early,1,1964,4/21/2001,9965,2.58,70.75,27.5,8.2
HF011,1,WS3,Early,1,1965,4/21/2001,9970,2.58,70.75,27.5,8.2
HF011,1,WS3,Early,1,1966,4/21/2001,9975,2.59,71.02,27.5,8.2
HF011,1,WS3,Early,1,1967,4/21/2001,9980,2.58,70.75,27.5,8.2
HF011,1,WS3,Early,1,1968,4/21/2001,9985,2.57,70.47,27.5,8.2
HF011,1,WS3,Early,1,1969,4/21/2001,9990,2.58,70.75,27.5,8.2
HF011,1,WS3,Early,1,1970,4/21/2001,9995,2.57,70.47,27.5,8.2
HF011,1,WS3,Early,1,1971,4/21/2001,10000,2.58,70.75,27.5,8.2
HF011,1,WS3,Early,1,1972,4/21/2001,10005,2.58,70.75,27.5,8.2
HF011,1,WS3,Early,1,1973,4/21/2001,10010,2.58,70.75,27.5,8.2
HF011,1,WS3,Early,1,1974,4/21/2001,10015,2.56,70.2,27.5,8.2
HF011,1,WS3,Early,1,1975,4/21/2001,10020,2.56,70.2,27.5,8.2
HF011,1,WS3,Early,1,1976,4/21/2001,10025,2.55,69.92,27.5,8.2
HF011,1,WS3,Early,1,1977,4/21/2001,10030,2.55,69.92,27.5,8.2
HF011,1,WS3,Early,1,1978,4/21/2001,10035,2.56,70.2,27.5,8.2
HF011,1,WS3,Early,1,1979,4/21/2001,10040,2.56,70.2,27.5,8.2
HF011,1,WS3,Early,1,1980,4/21/2001,10045,2.56,70.2,27.5,8.2
HF011,1,WS3,Early,1,1981,4/21/2001,10050,2.54,69.65,27.5,8.2
HF011,1,WS3,Early,1,1982,4/21/2001,10055,2.53,69.38,27.5,8.2
HF011,1,WS3,Early,1,1983,4/21/2001,10060,2.54,69.65,27.5,8.2
HF011,1,WS3,Early,1,1984,4/21/2001,10065,2.55,69.92,27.5,8.2
HF011,1,WS3,Early,1,1985,4/21/2001,10070,2.53,69.38,27.5,8.2
HF011,1,WS3,Early,1,1986,4/21/2001,10075,2.53,69.38,27.5,8.2
HF011,1,WS3,Early,1,1987,4/21/2001,10080,2.55,69.92,27.5,8.2
HF011,1,WS3,Early,1,1988,4/21/2001,10085,2.54,69.65,27.5,8.2
HF011,1,WS3,Early,1,1989,4/21/2001,10090,2.53,69.38,27.5,8.2
HF011,1,WS3,Early,1,1990,4/21/2001,10095,2.52,69.1,27.5,8.2
HF011,1,WS3,Early,1,1991,4/21/2001,10100,2.54,69.65,27.5,8.2
HF011,1,WS3,Early,1,1992,4/21/2001,10105,2.53,69.38,27.5,8.2
HF011,1,WS3,Early,1,1993,4/21/2001,10110,2.52,69.1,27.5,8.2
HF011,1,WS3,Early,1,1994,4/21/2001,10115,2.53,69.38,27.5,8.2
HF011,1,WS3,Early,1,1995,4/21/2001,10120,2.52,69.1,27.5,8.2
HF011,1,WS3,Early,1,1996,4/21/2001,10125,2.51,68.83,27.5,8.2
HF011,1,WS3,Early,1,1997,4/21/2001,10130,2.51,68.83,27.5,8.2
HF011,1,WS3,Early,1,1998,4/21/2001,10135,2.53,69.38,27.5,8.2
HF011,1,WS3,Early,1,1999,4/21/2001,10140,2.52,69.1,27.5,8.3
HF011,1,WS3,Early,1,2000,4/21/2001,10145,2.51,68.83,27.5,8.3
HF011,1,WS3,Early,1,2001,4/21/2001,10150,2.5,68.55,27.5,8.3
HF011,1,WS3,Early,1,2002,4/21/2001,10155,2.51,68.83,27.5,8.3
HF011,1,WS3,Early,1,2003,4/21/2001,10160,2.49,68.28,27.5,8.3
HF011,1,WS3,Early,1,2004,4/21/2001,10165,2.51,68.83,27.5,8.3
HF011,1,WS3,Early,1,2005,4/21/2001,10170,2.5,68.55,27.5,8.3
HF011,1,WS3,Early,1,2006,4/21/2001,10175,2.51,68.83,27.5,8.3
HF011,1,WS3,Early,1,2007,4/21/2001,10180,2.49,68.28,27.5,8.3
HF011,1,WS3,Early,1,2008,4/21/2001,10185,2.49,68.28,27.5,8.3
HF011,1,WS3,Early,1,2009,4/21/2001,10190,2.51,68.83,27.5,8.3
HF011,1,WS3,Early,1,2010,4/21/2001,10195,2.5,68.55,27.5,8.3
HF011,1,WS3,Early,1,2011,4/21/2001,10200,2.49,68.28,27.5,8.3
HF011,1,WS3,Early,1,2012,4/21/2001,10205,2.49,68.28,27.5,8.3
HF011,1,WS3,Early,1,2013,4/21/2001,10210,2.5,68.55,27.5,8.3
HF011,1,WS3,Early,1,2014,4/21/2001,10215,2.49,68.28,27.5,8.3
HF011,1,WS3,Early,1,2015,4/21/2001,10220,2.49,68.28,27.5,8.3
HF011,1,WS3,Early,1,2016,4/21/2001,10225,2.48,68,27.5,8.3
HF011,1,WS3,Early,1,2017,4/21/2001,10230,2.49,68.28,27.5,8.3
HF011,1,WS3,Early,1,2018,4/21/2001,10235,2.49,68.28,27.5,8.3
HF011,1,WS3,Early,1,2019,4/21/2001,10240,2.49,68.28,27.5,8.3
HF011,1,WS3,Early,1,2020,4/21/2001,10245,2.47,67.73,27.5,8.3
HF011,1,WS3,Early,1,2021,4/21/2001,10250,2.46,67.45,27.5,8.3
HF011,1,WS3,Early,1,2022,4/21/2001,10255,2.46,67.45,27.5,8.3
HF011,1,WS3,Early,1,2023,4/21/2001,10260,2.49,68.28,27.5,8.3
HF011,1,WS3,Early,1,2024,4/21/2001,10265,2.48,68,27.5,8.3
HF011,1,WS3,Early,1,2025,4/21/2001,10270,2.49,68.28,27.5,8.3
HF011,1,WS3,Early,1,2026,4/21/2001,10275,2.51,68.83,27.5,8.3
HF011,1,WS3,Early,1,2027,4/21/2001,10280,2.47,67.73,27.5,8.3
HF011,1,WS3,Early,1,2028,4/21/2001,10285,2.48,68,27.5,8.3
HF011,1,WS3,Early,1,2029,4/21/2001,10290,2.45,67.18,27.5,8.3
HF011,1,WS3,Early,1,2030,4/21/2001,10295,2.46,67.45,27.5,8.3
HF011,1,WS3,Early,1,2031,4/21/2001,10300,2.46,67.45,27.5,8.3
HF011,1,WS3,Early,1,2032,4/21/2001,10305,2.46,67.45,27.5,8.3
HF011,1,WS3,Early,1,2033,4/21/2001,10310,2.45,67.18,27.5,8.3
HF011,1,WS3,Early,1,2034,4/21/2001,10315,2.44,66.9,27.5,8.3
HF011,1,WS3,Early,1,2035,4/21/2001,10320,2.44,66.9,27.5,8.3
HF011,1,WS3,Early,1,2036,4/21/2001,10325,2.44,66.9,27.5,8.3
HF011,1,WS3,Early,1,2037,4/21/2001,10330,2.44,66.9,27.5,8.3
HF011,1,WS3,Early,1,2038,4/21/2001,10335,2.43,66.63,27.5,8.3
HF011,1,WS3,Early,1,2039,4/21/2001,10340,2.43,66.63,27.5,8.3
HF011,1,WS3,Early,1,2040,4/21/2001,10345,2.42,66.36,27.5,8.3
HF011,1,WS3,Early,1,2041,4/21/2001,10350,2.43,66.63,27.5,8.3
HF011,1,WS3,Early,1,2042,4/21/2001,10355,2.43,66.63,27.5,8.3
HF011,1,WS3,Early,1,2043,4/21/2001,10360,2.43,66.63,27.5,8.3
HF011,1,WS3,Early,1,2044,4/21/2001,10365,2.42,66.36,27.5,8.3
HF011,1,WS3,Early,1,2045,4/21/2001,10370,2.41,66.08,27.5,8.3
HF011,1,WS3,Early,1,2046,4/21/2001,10375,2.42,66.36,27.5,8.3
HF011,1,WS3,Early,1,2047,4/21/2001,10380,2.4,65.81,27.5,8.3
HF011,1,WS3,Early,1,2048,4/21/2001,10385,2.4,65.81,27.5,8.3
HF011,1,WS3,Early,1,2049,4/21/2001,10390,2.41,66.08,27.5,8.3
HF011,1,WS3,Early,1,2050,4/21/2001,10395,2.43,66.63,27.5,8.3
HF011,1,WS3,Early,1,2051,4/21/2001,10400,2.41,66.08,27.5,8.3
HF011,1,WS3,Early,1,2052,4/21/2001,10405,2.41,66.08,27.5,8.3
HF011,1,WS3,Early,1,2053,4/21/2001,10410,2.42,66.36,27.5,8.3
HF011,1,WS3,Early,1,2054,4/21/2001,10415,2.4,65.81,27.5,8.3
HF011,1,WS3,Early,1,2055,4/21/2001,10420,2.41,66.08,27.5,8.3
HF011,1,WS3,Early,1,2056,4/21/2001,10425,2.4,65.81,27.5,8.3
HF011,1,WS3,Early,1,2057,4/21/2001,10430,2.4,65.81,27.5,8.3
HF011,1,WS3,Early,1,2058,4/21/2001,10435,2.4,65.81,27.5,8.3
HF011,1,WS3,Early,1,2059,4/21/2001,10440,2.41,66.08,27.5,8.3
HF011,1,WS3,Early,1,2060,4/21/2001,10445,2.4,65.81,27.5,8.3
HF011,1,WS3,Early,1,2061,4/21/2001,10450,2.38,65.26,27.5,8.3
HF011,1,WS3,Early,1,2062,4/21/2001,10455,2.39,65.53,27.5,8.3
HF011,1,WS3,Early,1,2063,4/21/2001,10460,2.39,65.53,27.5,8.3
HF011,1,WS3,Early,1,2064,4/21/2001,10465,2.39,65.53,27.5,8.3
HF011,1,WS3,Early,1,2065,4/21/2001,10470,2.39,65.53,27.5,8.2
HF011,1,WS3,Early,1,2066,4/21/2001,10475,2.37,64.98,27.5,8.2
HF011,1,WS3,Early,1,2067,4/21/2001,10480,2.39,65.53,27.5,8.2
HF011,1,WS3,Early,1,2068,4/21/2001,10485,2.38,65.26,27.5,8.2
HF011,1,WS3,Early,1,2069,4/21/2001,10490,2.37,64.98,27.5,8.2
HF011,1,WS3,Early,1,2070,4/21/2001,10495,2.36,64.71,27.5,8.2
HF011,1,WS3,Early,1,2071,4/21/2001,10500,2.37,64.98,27.5,8.2
HF011,1,WS3,Early,1,2072,4/21/2001,10505,2.39,65.53,27.5,8.2
HF011,1,WS3,Early,1,2073,4/21/2001,10510,2.38,65.26,27.5,8.2
HF011,1,WS3,Early,1,2074,4/21/2001,10515,2.37,64.98,27.5,8.2
HF011,1,WS3,Early,1,2075,4/21/2001,10520,2.38,65.26,27.5,8.2
HF011,1,WS3,Early,1,2076,4/21/2001,10525,2.37,64.98,27.5,8.2
HF011,1,WS3,Early,1,2077,4/21/2001,10530,2.38,65.26,27.5,8.3
HF011,1,WS3,Early,1,2078,4/21/2001,10535,2.36,64.71,27.5,8.3
HF011,1,WS3,Early,1,2079,4/21/2001,10540,2.35,64.43,27.5,8.3
HF011,1,WS3,Early,1,2080,4/21/2001,10545,2.37,64.98,27.5,8.3
HF011,1,WS3,Early,1,2081,4/21/2001,10550,2.38,65.26,27.5,8.3
HF011,1,WS3,Early,1,2082,4/21/2001,10555,2.36,64.71,27.5,8.3
HF011,1,WS3,Early,1,2083,4/21/2001,10560,2.35,64.43,27.5,8.3
HF011,1,WS3,Early,1,2084,4/21/2001,10565,2.35,64.43,27.5,8.3
HF011,1,WS3,Early,1,2085,4/21/2001,10570,2.37,64.98,27.5,8.3
HF011,1,WS3,Early,1,2086,4/21/2001,10575,2.36,64.71,27.5,8.3
HF011,1,WS3,Early,1,2087,4/21/2001,10580,2.36,64.71,27.5,8.3
HF011,1,WS3,Early,1,2088,4/21/2001,10585,2.36,64.71,27.5,8.3
HF011,1,WS3,Early,1,2089,4/21/2001,10590,2.34,64.16,27.5,8.3
HF011,1,WS3,Early,1,2090,4/21/2001,10595,2.34,64.16,27.5,8.3
HF011,1,WS3,Early,1,2091,4/21/2001,10600,2.35,64.43,27.5,8.3
HF011,1,WS3,Early,1,2092,4/21/2001,10605,2.36,64.71,27.5,8.3
HF011,1,WS3,Early,1,2093,4/21/2001,10610,2.34,64.16,27.5,8.3
HF011,1,WS3,Early,1,2094,4/21/2001,10615,2.33,63.88,27.5,8.3
HF011,1,WS3,Early,1,2095,4/21/2001,10620,2.35,64.43,27.5,8.3
HF011,1,WS3,Early,1,2096,4/21/2001,10625,2.34,64.16,27.5,8.3
HF011,1,WS3,Early,1,2097,4/21/2001,10630,2.33,63.88,27.5,8.3
HF011,1,WS3,Early,1,2098,4/21/2001,10635,2.34,64.16,27.5,8.3
HF011,1,WS3,Early,1,2099,4/21/2001,10640,2.34,64.16,27.5,8.3
HF011,1,WS3,Early,1,2100,4/21/2001,10645,2.34,64.16,27.5,8.3
HF011,1,WS3,Early,1,2101,4/21/2001,10650,2.33,63.88,27.5,8.3
HF011,1,WS3,Early,1,2102,4/21/2001,10655,2.32,63.61,27.5,8.3
HF011,1,WS3,Early,1,2103,4/21/2001,10660,2.32,63.61,27.5,8.3
HF011,1,WS3,Early,1,2104,4/21/2001,10665,2.32,63.61,27.5,8.3
HF011,1,WS3,Early,1,2105,4/21/2001,10670,2.31,63.34,27.5,8.3
HF011,1,WS3,Early,1,2106,4/21/2001,10675,2.33,63.88,27.5,8.3
HF011,1,WS3,Early,1,2107,4/21/2001,10680,2.33,63.88,27.5,8.3
HF011,1,WS3,Early,1,2108,4/21/2001,10685,2.32,63.61,27.5,8.3
HF011,1,WS3,Early,1,2109,4/21/2001,10690,2.33,63.88,27.5,8.3
HF011,1,WS3,Early,1,2110,4/21/2001,10695,2.32,63.61,27.5,8.3
HF011,1,WS3,Early,1,2111,4/21/2001,10700,2.31,63.34,27.5,8.3
HF011,1,WS3,Early,1,2112,4/21/2001,10705,2.31,63.34,27.5,8.3
HF011,1,WS3,Early,1,2113,4/21/2001,10710,2.32,63.61,27.5,8.3
HF011,1,WS3,Early,1,2114,4/21/2001,10715,2.3,63.06,27.5,8.3
HF011,1,WS3,Early,1,2115,4/21/2001,10720,2.32,63.61,27.5,8.3
HF011,1,WS3,Early,1,2116,4/21/2001,10725,2.3,63.06,27.5,8.3
HF011,1,WS3,Early,1,2117,4/21/2001,10730,2.29,62.79,27.5,8.3
HF011,1,WS3,Early,1,2118,4/21/2001,10735,2.32,63.61,27.5,8.3
HF011,1,WS3,Early,1,2119,4/21/2001,10740,2.3,63.06,27.5,8.3
HF011,1,WS3,Early,1,2120,4/21/2001,10745,2.28,62.51,27.5,8.3
HF011,1,WS3,Early,1,2121,4/21/2001,10750,2.31,63.34,27.5,8.3
HF011,1,WS3,Early,1,2122,4/21/2001,10755,2.31,63.34,27.5,8.3
HF011,1,WS3,Early,1,2123,4/21/2001,10760,2.29,62.79,27.5,8.3
HF011,1,WS3,Early,1,2124,4/21/2001,10765,2.29,62.79,27.5,8.3
HF011,1,WS3,Early,1,2125,4/21/2001,10770,2.3,63.06,27.5,8.3
HF011,1,WS3,Early,1,2126,4/21/2001,10775,2.28,62.51,27.5,8.3
HF011,1,WS3,Early,1,2127,4/21/2001,10780,2.28,62.51,27.5,8.3
HF011,1,WS3,Early,1,2128,4/21/2001,10785,2.27,62.24,27.5,8.3
HF011,1,WS3,Early,1,2129,4/21/2001,10790,2.29,62.79,27.5,8.3
HF011,1,WS3,Early,1,2130,4/21/2001,10795,2.27,62.24,27.5,8.3
HF011,1,WS3,Early,1,2131,4/21/2001,10800,2.29,62.79,27.5,8.3
HF011,1,WS3,Early,1,2132,4/21/2001,10805,2.29,62.79,27.5,8.3
HF011,1,WS3,Early,1,2133,4/21/2001,10810,2.29,62.79,27.5,8.3
HF011,1,WS3,Early,1,2134,4/21/2001,10815,2.28,62.51,27.5,8.3
HF011,1,WS3,Early,1,2135,4/21/2001,10820,2.25,61.69,27.5,8.3
HF011,1,WS3,Early,1,2136,4/21/2001,10825,2.28,62.51,27.5,8.3
HF011,1,WS3,Early,1,2137,4/21/2001,10830,2.28,62.51,27.5,8.3
HF011,1,WS3,Early,1,2138,4/21/2001,10835,2.27,62.24,27.5,8.3
HF011,1,WS3,Early,1,2139,4/21/2001,10840,2.25,61.69,27.5,8.3
HF011,1,WS3,Early,1,2140,4/21/2001,10845,2.25,61.69,27.5,8.3
HF011,1,WS3,Early,1,2141,4/21/2001,10850,2.27,62.24,27.5,8.3
HF011,1,WS3,Early,1,2142,4/21/2001,10855,2.27,62.24,27.5,8.3
HF011,1,WS3,Early,1,2143,4/21/2001,10860,2.27,62.24,27.5,8.3
HF011,1,WS3,Early,1,2144,4/21/2001,10865,2.28,62.51,27.5,8.3
HF011,1,WS3,Early,1,2145,4/21/2001,10870,2.25,61.69,27.5,8.3
HF011,1,WS3,Early,1,2146,4/21/2001,10875,2.25,61.69,27.5,8.3
HF011,1,WS3,Early,1,2147,4/21/2001,10880,2.25,61.69,27.5,8.3
HF011,1,WS3,Early,1,2148,4/21/2001,10885,2.26,61.96,27.5,8.3
HF011,1,WS3,Early,1,2149,4/21/2001,10890,2.26,61.96,27.5,8.3
HF011,1,WS3,Early,1,2150,4/21/2001,10895,2.26,61.96,27.5,8.3
HF011,1,WS3,Early,1,2151,4/21/2001,10900,2.24,61.41,27.5,8.3
HF011,1,WS3,Early,1,2152,4/21/2001,10905,2.24,61.41,27.5,8.3
HF011,1,WS3,Early,1,2153,4/21/2001,10910,2.25,61.69,27.5,8.3
HF011,1,WS3,Early,1,2154,4/21/2001,10915,2.24,61.41,27.5,8.3
HF011,1,WS3,Early,1,2155,4/21/2001,10920,2.24,61.41,27.5,8.3
HF011,1,WS3,Early,1,2156,4/21/2001,10925,2.24,61.41,27.5,8.3
HF011,1,WS3,Early,1,2157,4/21/2001,10930,2.23,61.14,27.5,8.3
HF011,1,WS3,Early,1,2158,4/21/2001,10935,2.25,61.69,27.5,8.3
HF011,1,WS3,Early,1,2159,4/21/2001,10940,2.23,61.14,27.5,8.3
HF011,1,WS3,Early,1,2160,4/21/2001,10945,2.23,61.14,27.5,8.3
HF011,1,WS3,Early,1,2161,4/21/2001,10950,2.23,61.14,27.5,8.3
HF011,1,WS3,Early,1,2162,4/21/2001,10955,2.22,60.86,27.5,8.3
HF011,1,WS3,Early,1,2163,4/21/2001,10960,2.23,61.14,27.5,8.3
HF011,1,WS3,Early,1,2164,4/21/2001,10965,2.21,60.59,27.5,8.3
HF011,1,WS3,Early,1,2165,4/21/2001,10970,2.23,61.14,27.5,8.3
HF011,1,WS3,Early,1,2166,4/21/2001,10975,2.23,61.14,27.5,8.3
HF011,1,WS3,Early,1,2167,4/21/2001,10980,2.23,61.14,27.5,8.3
HF011,1,WS3,Early,1,2168,4/21/2001,10985,2.23,61.14,27.5,8.3
HF011,1,WS3,Early,1,2169,4/21/2001,10990,2.21,60.59,27.5,8.3
HF011,1,WS3,Early,1,2170,4/21/2001,10995,2.21,60.59,27.5,8.3
HF011,1,WS3,Early,1,2171,4/21/2001,11000,2.21,60.59,27.5,8.3
HF011,1,WS3,Early,1,2172,4/21/2001,11005,2.22,60.86,27.5,8.3
HF011,1,WS3,Early,1,2173,4/21/2001,11010,2.22,60.86,27.5,8.3
HF011,1,WS3,Early,1,2174,4/21/2001,11015,2.21,60.59,27.5,8.3
HF011,1,WS3,Early,1,2175,4/21/2001,11020,2.23,61.14,27.5,8.3
HF011,1,WS3,Early,1,2176,4/21/2001,11025,2.21,60.59,27.5,8.3
HF011,1,WS3,Early,1,2177,4/21/2001,11030,2.22,60.86,27.5,8.3
HF011,1,WS3,Early,1,2178,4/21/2001,11035,2.22,60.86,27.5,8.3
HF011,1,WS3,Early,1,2179,4/21/2001,11040,2.2,60.32,27.5,8.3
HF011,1,WS3,Early,1,2180,4/21/2001,11045,2.19,60.04,27.5,8.3
HF011,1,WS3,Early,1,2181,4/21/2001,11050,2.19,60.04,27.5,8.3
HF011,1,WS3,Early,1,2182,4/21/2001,11055,2.18,59.77,27.5,8.3
HF011,1,WS3,Early,1,2183,4/21/2001,11060,2.2,60.32,27.5,8.3
HF011,1,WS3,Early,1,2184,4/21/2001,11065,2.2,60.32,27.5,8.3
HF011,1,WS3,Early,1,2185,4/21/2001,11070,2.19,60.04,27.5,8.3
HF011,1,WS3,Early,1,2186,4/21/2001,11075,2.19,60.04,27.5,8.3
HF011,1,WS3,Early,1,2187,4/21/2001,11080,2.19,60.04,27.5,8.3
HF011,1,WS3,Early,1,2188,4/21/2001,11085,2.19,60.04,27.5,8.3
HF011,1,WS3,Early,1,2189,4/21/2001,11090,2.19,60.04,27.5,8.3
HF011,1,WS3,Early,1,2190,4/21/2001,11095,2.18,59.77,27.5,8.3
HF011,1,WS3,Early,1,2191,4/21/2001,11100,2.19,60.04,27.5,8.3
HF011,1,WS3,Early,1,2192,4/21/2001,11105,2.18,59.77,27.5,8.3
HF011,1,WS3,Early,1,2193,4/21/2001,11110,2.18,59.77,27.5,8.3
HF011,1,WS3,Early,1,2194,4/21/2001,11115,2.17,59.49,27.5,8.3
HF011,1,WS3,Early,1,2195,4/21/2001,11120,2.17,59.49,27.5,8.3
HF011,1,WS3,Early,1,2196,4/21/2001,11125,2.18,59.77,27.5,8.3
HF011,1,WS3,Early,1,2197,4/21/2001,11130,2.18,59.77,27.5,8.3
HF011,1,WS3,Early,1,2198,4/21/2001,11135,2.17,59.49,27.5,8.3
HF011,1,WS3,Early,1,2199,4/21/2001,11140,2.19,60.04,27.5,8.3
HF011,1,WS3,Early,1,2200,4/21/2001,11145,2.18,59.77,27.5,8.3
HF011,1,WS3,Early,1,2201,4/21/2001,11150,2.16,59.22,27.5,8.3
HF011,1,WS3,Early,1,2202,4/21/2001,11155,2.16,59.22,27.5,8.3
HF011,1,WS3,Early,1,2203,4/21/2001,11160,2.18,59.77,27.5,8.3
HF011,1,WS3,Early,1,2204,4/21/2001,11165,2.17,59.49,27.5,8.3
HF011,1,WS3,Early,1,2205,4/21/2001,11170,2.17,59.49,27.5,8.3
HF011,1,WS3,Early,1,2206,4/21/2001,11175,2.16,59.22,27.5,8.3
HF011,1,WS3,Early,1,2207,4/21/2001,11180,2.17,59.49,27.5,8.3
HF011,1,WS3,Early,1,2208,4/21/2001,11185,2.16,59.22,27.5,8.3
HF011,1,WS3,Early,1,2209,4/21/2001,11190,2.17,59.49,27.5,8.3
HF011,1,WS3,Early,1,2210,4/21/2001,11195,2.17,59.49,27.5,8.3
HF011,1,WS3,Early,1,2211,4/21/2001,11200,2.16,59.22,27.5,8.3
HF011,1,WS3,Early,1,2212,4/21/2001,11205,2.16,59.22,27.5,8.3
HF011,1,WS3,Early,1,2213,4/21/2001,11210,2.15,58.94,27.5,8.3
HF011,1,WS3,Early,1,2214,4/21/2001,11215,2.16,59.22,27.5,8.3
HF011,1,WS3,Early,1,2215,4/21/2001,11220,2.15,58.94,27.5,8.3
HF011,1,WS3,Early,1,2216,4/21/2001,11225,2.14,58.67,27.5,8.3
HF011,1,WS3,Early,1,2217,4/21/2001,11230,2.15,58.94,27.5,8.3
HF011,1,WS3,Early,1,2218,4/21/2001,11235,2.15,58.94,27.5,8.3
HF011,1,WS3,Early,1,2219,4/21/2001,11240,2.13,58.39,27.5,8.3
HF011,1,WS3,Early,1,2220,4/21/2001,11245,2.15,58.94,27.5,8.3
HF011,1,WS3,Early,1,2221,4/21/2001,11250,2.14,58.67,27.5,8.3
HF011,1,WS3,Early,1,2222,4/21/2001,11255,2.12,58.12,27.5,8.3
HF011,1,WS3,Early,1,2223,4/21/2001,11260,2.13,58.39,27.5,8.3
HF011,1,WS3,Early,1,2224,4/21/2001,11265,2.14,58.67,27.5,8.3
HF011,1,WS3,Early,1,2225,4/21/2001,11270,2.15,58.94,27.5,8.3
HF011,1,WS3,Early,1,2226,4/21/2001,11275,2.13,58.39,27.5,8.3
HF011,1,WS3,Early,1,2227,4/21/2001,11280,2.14,58.67,27.5,8.3
HF011,1,WS3,Early,1,2228,4/21/2001,11285,2.13,58.39,27.5,8.3
HF011,1,WS3,Early,1,2229,4/21/2001,11290,2.14,58.67,27.5,8.4
HF011,1,WS3,Early,1,2230,4/21/2001,11295,2.15,58.94,27.5,8.4
HF011,1,WS3,Early,1,2231,4/21/2001,11300,2.11,57.84,27.5,8.4
HF011,1,WS3,Early,1,2232,4/21/2001,11305,2.12,58.12,27.5,8.4
HF011,1,WS3,Early,1,2233,4/21/2001,11310,2.13,58.39,27.5,8.4
HF011,1,WS3,Early,1,2234,4/21/2001,11315,2.12,58.12,27.5,8.4
HF011,1,WS3,Early,1,2235,4/21/2001,11320,2.13,58.39,27.5,8.4
HF011,1,WS3,Early,1,2236,4/21/2001,11325,2.16,59.22,27.5,8.4
HF011,1,WS3,Early,1,2237,4/21/2001,11330,2.14,58.67,27.5,8.4
HF011,1,WS3,Early,1,2238,4/21/2001,11335,2.13,58.39,27.5,8.4
HF011,1,WS3,Early,1,2239,4/21/2001,11340,2.13,58.39,27.5,8.4
HF011,1,WS3,Early,1,2240,4/21/2001,11345,2.12,58.12,27.5,8.4
HF011,1,WS3,Early,1,2241,4/21/2001,11350,2.12,58.12,27.5,8.4
HF011,1,WS3,Early,1,2242,4/21/2001,11355,2.13,58.39,27.5,8.4
HF011,1,WS3,Early,1,2243,4/21/2001,11360,2.12,58.12,27.5,8.4
HF011,1,WS3,Early,1,2244,4/21/2001,11365,2.11,57.84,27.5,8.4
HF011,1,WS3,Early,1,2245,4/21/2001,11370,2.12,58.12,27.5,8.4
HF011,1,WS3,Early,1,2246,4/21/2001,11375,2.12,58.12,27.5,8.4
HF011,1,WS3,Early,1,2247,4/21/2001,11380,2.11,57.84,27.5,8.4
HF011,1,WS3,Early,1,2248,4/21/2001,11385,2.11,57.84,27.5,8.4
HF011,1,WS3,Early,1,2249,4/21/2001,11390,2.11,57.84,27.5,8.4
HF011,1,WS3,Early,1,2250,4/21/2001,11395,2.11,57.84,27.5,8.4
HF011,1,WS3,Early,1,2251,4/21/2001,11400,2.13,58.39,27.5,8.4
HF011,1,WS3,Early,1,2252,4/21/2001,11405,2.12,58.12,27.5,8.4
HF011,1,WS3,Early,1,2253,4/21/2001,11410,2.11,57.84,27.5,8.4
